confidence_target,demo_priority,eval_tags,expected_live_tip,expected_pause_summary,expected_semantic_actions,filename,forbidden_actions,future_needed_actions,height,image_path,label_source,parent_filename,parent_record_id,positive_factors,primary_subject,problems,quality_label,record_id,review_status,scene_type,sha256,source_bucket,source_dataset,synthetic_recipe,technical_quality_defects,width
high,False,"['night', 'motion_blur']",Кадр смазан — попробуй зафиксировать камеру.,Архитектурный объект шумный и смазанный.,[],094.jpg,['keep_current_setup'],"['stabilize_camera', 'reduce_iso_noise']",500,docs/cameraanalysis/dataset/inbox/images/094.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],размытое ночное здание,['смаз разрушает читаемость'],bad,ca_img_094,ai_first_pass_needs_human_review,technical_failure_night_architecture,13bb7cb8d52244866b57c4df6d99673b0ce0ba74d39da7f6890287ba7caaa9f8,public_iqa_bad_tail,live_challenge_bad_tail,,['motion_blur'],500
medium,False,"['group_subject', 'low_light']",Кадр смазан — попробуй зафиксировать камеру.,"Эмоция читается, но вспышка и шум ухудшают качество.",['step_back'],095.bmp,"['keep_current_setup', 'level_horizon']","['reduce_iso_noise', 'stabilize_camera']",500,docs/cameraanalysis/dataset/inbox/images/095.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],группа людей в клубе,['субъект или сцена недостаточно освещены'],mixed,ca_img_095,ai_first_pass_needs_human_review,group_selfie_low_light,87ef313971de1ec40a1c6fb9e20e53b53591bf5e777cc73bf6772bdf5dc77072,public_iqa_bad_tail,live_challenge_bad_tail,,"['low_light', 'motion_blur']",500
medium,False,"['wide_space', 'subject_too_small']","Возможно, подойди чуть ближе к субъекту.","Если цель — человек, он слишком мал; если цель — одиночество, кадр может быть намеренным.",['step_closer'],096.bmp,['level_horizon'],[],500,docs/cameraanalysis/dataset/inbox/images/096.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],человек в пустом коридоре,['субъект слишком мал для заявленной цели кадра'],mixed,ca_img_096,ai_first_pass_needs_human_review,distant_person_interior,bfb0181a7271effe3863f1adbb17771aed96f1b4099481ef6f6782a289250acc,public_iqa_bad_tail,live_challenge_bad_tail,,['subject_too_small'],500
high,False,"['crowd', 'motion_blur']",Кадр смазан — попробуй зафиксировать камеру.,Кадр перегружен и смазан.,"['wait_for_background_clearance', 'simplify_background']",097.bmp,['keep_current_setup'],['stabilize_camera'],500,docs/cameraanalysis/dataset/inbox/images/097.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],размытая толпа,"['фон или толпа конкурируют с главным субъектом', 'смаз разрушает читаемость']",bad,ca_img_097,ai_first_pass_needs_human_review,technical_failure_crowd,9785cf1b272cc7e6071ed3b4460560b7e8ef8be759c78363389daec3878bfbca,public_iqa_bad_tail,live_challenge_bad_tail,,['motion_blur'],500
medium,False,"['street', 'no_clear_focus']",Кадр смазан — попробуй зафиксировать камеру.,Улица снята как случайный мягкий кадр без центра.,['simplify_background'],098.bmp,['keep_current_setup'],"['stabilize_camera', 'refocus_subject']",500,docs/cameraanalysis/dataset/inbox/images/098.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],размытая дорога и машины,['нет ясного главного субъекта'],bad,ca_img_098,ai_first_pass_needs_human_review,technical_failure_street,e1d0c839202d7a083f038ad54f65b1afe8214b9576fa57c07fe5ded7ef4c74dc,public_iqa_bad_tail,live_challenge_bad_tail,,"['no_clear_focus', 'motion_blur', 'defocus']",500
high,False,"['party', 'overexposure']",Кадр пересвечен — уменьши экспозицию.,Нужен один главный центр и меньше пересвета.,"['simplify_background', 'remove_background_hotspot']",099.jpg,['keep_current_setup'],['reduce_exposure'],500,docs/cameraanalysis/dataset/inbox/images/099.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],люди на вечеринке с пересветом,['яркий источник или пересвет забирает внимание'],bad,ca_img_099,ai_first_pass_needs_human_review,technical_failure_party_stage,7a9ac33fb16ec6a5c905310c069d5d9bda428b998b62a85cea3e1ef6ef023dd5,public_iqa_bad_tail,live_challenge_bad_tail,,['overexposure'],500
high,False,"['pet', 'defocus']",Кадр смазан — попробуй зафиксировать камеру.,"Кот очевидный субъект, но резкость не на нем.",[],100.jpg,['keep_current_setup'],"['refocus_subject', 'stabilize_camera']",500,docs/cameraanalysis/dataset/inbox/images/100.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],кот не в фокусе,['главный субъект не в фокусе'],bad,ca_img_100,ai_first_pass_needs_human_review,technical_failure_pet,31272276d2a61b8517595fbf508a5595f0f53fb8509e64f0f72158629a9271aa,public_iqa_bad_tail,live_challenge_bad_tail,,"['defocus', 'motion_blur']",500
medium,False,"['object', 'color_cast']",Кадр пересвечен — уменьши экспозицию.,"Предмет читается, но красный свет съедает детали.",['add_front_fill_light'],101.jpg,['keep_current_setup'],['reduce_exposure'],500,docs/cameraanalysis/dataset/inbox/images/101.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],красный предмет на темном фоне,"['Предмет читается, но красный свет съедает детали.']",mixed,ca_img_101,ai_first_pass_needs_human_review,object_color_cast,27f9bd53118a014c280baa58629e3a371579262554720cd3a7be41f8a462472f,public_iqa_bad_tail,live_challenge_bad_tail,,"['color_cast', 'overexposure']",500
high,False,"['night', 'hotspot']",Кадр смазан — попробуй зафиксировать камеру.,Неон и шум мешают читаемости.,['remove_background_hotspot'],102.jpg,['keep_current_setup'],"['stabilize_camera', 'reduce_exposure', 'reduce_iso_noise']",500,docs/cameraanalysis/dataset/inbox/images/102.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],ночная улица с неоном,['яркий источник или пересвет забирает внимание'],bad,ca_img_102,ai_first_pass_needs_human_review,technical_failure_night_street,cb014649d18e0c0e1ac8491f6e294a281b5a6e84c3411c71426e671efe87b454,public_iqa_bad_tail,live_challenge_bad_tail,,"['hotspot', 'motion_blur', 'overexposure']",500
high,False,"['underexposure', 'no_clear_subject']",Кадр слишком темный — добавь свет или подними экспозицию.,Почти вся сцена провалена в черный.,[],103.bmp,['keep_current_setup'],['increase_exposure'],500,docs/cameraanalysis/dataset/inbox/images/103.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],очень темная комната с окнами,"['нет ясного главного субъекта', 'субъект или сцена недостаточно освещены']",bad,ca_img_103,ai_first_pass_needs_human_review,technical_failure_dark_interior,87255646edbe659197d0d26ce3ab4370ccbbb8b5e9a6912e45368ce9bf02f412,public_iqa_bad_tail,live_challenge_bad_tail,,"['no_clear_subject', 'underexposure']",500
high,False,"['club', 'crowd']",Кадр слишком темный — добавь свет или подними экспозицию.,Нужно выбрать конкретного человека или световую точку.,"['simplify_background', 'wait_for_background_clearance']",104.jpg,['keep_current_setup'],"['increase_exposure', 'reduce_iso_noise']",500,docs/cameraanalysis/dataset/inbox/images/104.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],темный клуб с толпой,['фон или толпа конкурируют с главным субъектом'],bad,ca_img_104,ai_first_pass_needs_human_review,technical_failure_club_crowd,d25dd2995ffa619f9cd882b5bba1f13c3cc72353c725e3bc7a7528d6d1a6125f,public_iqa_bad_tail,live_challenge_bad_tail,,['underexposure'],500
high,False,"['low_contrast', 'no_clear_subject']",Субъект не в фокусе — наведи фокус заново.,Нет надежного субъекта и контраста.,[],105.bmp,"['level_horizon', 'step_closer']","['refocus_subject', 'clean_lens']",500,docs/cameraanalysis/dataset/inbox/images/105.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],мутная/подводная сцена,['нет ясного главного субъекта'],bad,ca_img_105,ai_first_pass_needs_human_review,technical_failure_low_contrast,59d13fdfdc341fce6dc83acb23e04fb3231a5608b8f736f16b955ab3306df90c,public_iqa_bad_tail,live_challenge_bad_tail,,"['low_contrast', 'no_clear_subject', 'defocus']",500
high,False,"['neon', 'overexposure']",Кадр смазан — попробуй зафиксировать камеру.,Текст вывески выбит светом и смазан.,['remove_background_hotspot'],106.bmp,['keep_current_setup'],"['reduce_exposure', 'stabilize_camera']",500,docs/cameraanalysis/dataset/inbox/images/106.bmp,codex_visual_contact_sheet_review_2026-05-21,,,[],пересвеченная неоновая вывеска,['яркий источник или пересвет забирает внимание'],bad,ca_img_106,ai_first_pass_needs_human_review,technical_failure_neon_sign,d2d317a7d4f01fe3e9b8b107781a066a30d777dd5178acfb8f8663c46d24f678,public_iqa_bad_tail,live_challenge_bad_tail,,"['overexposure', 'motion_blur']",500
high,False,"['club', 'crowd', 'low_light']",Кадр слишком темный — добавь свет или подними экспозицию.,Слишком много темных фигур и нет ясного субъекта.,"['simplify_background', 'wait_for_background_clearance']",107.jpg,['keep_current_setup'],"['increase_exposure', 'reduce_iso_noise']",500,docs/cameraanalysis/dataset/inbox/images/107.jpg,codex_visual_contact_sheet_review_2026-05-21,,,[],темная клубная сцена с толпой,"['фон или толпа конкурируют с главным субъектом', 'субъект или сцена недостаточно освещены']",bad,ca_img_107,ai_first_pass_needs_human_review,technical_failure_club_street,811689da49a2c6abdbc02b8994e60a18c47d51330077bbdc48fe54837f0e80c1,public_iqa_bad_tail,live_challenge_bad_tail,,"['low_light', 'underexposure']",500
high,True,"['cinematic_preservation', 'apple_tv_press', 'parent_source_bad-monkey']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «bad monkey» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],108.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/108.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",мужчина на пляже,[],good,ca_img_108,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_coda']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «coda» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],109.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/109.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",ребёнок в автомобиле,[],good,ca_img_109,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_criminal-record']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «criminal record» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],111.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/111.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",персонажи в коридоре,[],good,ca_img_111,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
medium,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_dark-matter', 'low_key_style', 'stylized_or_low_key']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «dark matter» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],112.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/112.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",персонажи в тёмной сцене,[],good,ca_img_112,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_for-all-mankind', 'wide_environmental_frame']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «for all mankind» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],116.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/116.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",персонаж в пустынном пространстве,[],good,ca_img_116,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_foundation', 'stylized_color']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «foundation» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],117.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/117.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",персонаж в фантастической сцене,[],good,ca_img_117,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_home-before-dark']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «home before dark» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],119.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/119.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",ребёнок в портретной сцене,[],good,ca_img_119,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,True,"['cinematic_preservation', 'apple_tv_press', 'parent_source_lessons-in-chemistry']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «lessons in chemistry» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],121.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/121.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",женщина в светлой сцене,[],good,ca_img_121,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_luck']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «luck» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],122.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/122.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",анимационный персонаж,[],good,ca_img_122,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_lucky']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «lucky» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],123.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/123.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",графический промо-кадр,[],good,ca_img_123,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
medium,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_monarch-legacy-of-monsters', 'stylized_scale', 'stylized_or_low_key']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «monarch legacy of monsters» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],125.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/125.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",крупный фантастический объект,[],good,ca_img_125,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_pluribus', 'low_key_style']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «pluribus» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],127.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/127.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",женщина в крупном плане,[],good,ca_img_127,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_presumed-innocent']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «presumed innocent» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],128.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/128.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",мужчина в портретной сцене,[],good,ca_img_128,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,True,"['cinematic_preservation', 'apple_tv_press', 'parent_source_severance']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «severance» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],130.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/130.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",группа персонажей в офисной сцене,[],good,ca_img_130,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_shrinking']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «shrinking» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],131.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/131.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",персонажи в диалоговой сцене,[],good,ca_img_131,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
medium,True,"['cinematic_preservation', 'apple_tv_press', 'parent_source_silo', 'low_key_style', 'stylized_or_low_key']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «silo» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],132.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/132.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",женщина в драматическом крупном плане,[],good,ca_img_132,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_slow-horses']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «slow horses» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],133.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/133.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",мужчина в автомобиле,[],good,ca_img_133,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_sugar']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «sugar» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],134.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/134.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",мужчина у автомобиля,[],good,ca_img_134,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,True,"['cinematic_preservation', 'apple_tv_press', 'parent_source_ted-lasso']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «ted lasso» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],135.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/135.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",мужчина на городской улице,[],good,ca_img_135,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
high,False,"['cinematic_preservation', 'apple_tv_press', 'parent_source_the-last-frontier']",Кадр читается — сохраняй текущую композицию.,Промо-кадр «the last frontier» используется как пример намеренной кинематографичной композиции; корректирующие советы не требуются.,['keep_current_setup'],136.jpg,"['shift_frame_left', 'shift_frame_right', 'shift_frame_up', 'shift_frame_down', 'step_back', 'step_closer', 'change_camera_angle', 'level_horizon', 'add_front_fill_light', 'add_background_light', 'remove_background_hotspot', 'simplify_background', 'wait_for_background_clearance', 'remove_distracting_object']",[],,docs/cameraanalysis/dataset/inbox/images/136.jpg,,,,"['главный объект или смысловой центр читается', 'свет и цвет поддерживают художественное настроение сцены', 'композиция выглядит намеренной, а не случайной ошибкой съёмки']",мужчина в зимней сцене,[],good,ca_img_136,cinematic_preservation_ai_first_pass_needs_human_review,cinematic_promo_frame,,official_promo_cinematic_preservation,apple_tv_press_trailer_poster_candidate,,[],
